"tree" "sp" "Xm" "Ym" "DBH" "GI" "LGI" "ABN" "sBA" "sBA50" "HFI" "LHFI" "LSD" "FL" "AC" "sAC" "elev" "H" "S" "J" "Ha" "dist" "Ht" "Fsize" "Fcpo" "seedlings"
"401" "12KDgra2" "Dgra" 741.9006 51.3437 70.5 11.0252178265865 2.48700593030481 81 370.940732993208 347.565100243606 3.16378219265156 1.42642384214439 0.3534705886318 NA 0.502711515533916 0.724804435793159 20.15241 1.77823330579971 7 1.28272418591041 12.5503724295262 0 2.05876878847118 81.0953371099202 70.4834114126646 0
"404" "12LDgra2" "Dgra" 913.3509 143.7641 110 20.8908433023733 3.08606843534152 81 370.940732993208 347.565100243606 6.65174856645394 2.03493419249842 0.746594668926282 NA 0.687814832144197 0.647704055598116 45 1.13580480777387 5 0.819309981796605 10.8426510825729 0 1.48354302875953 80.4209566338522 109.993435743764 11
"409" "12LDgra7" "Dgra" 793.499 93.8109 75 7.28487850165485 2.1144319859134 81 370.940732993208 347.565100243606 4.82031326716914 1.76135408626886 0.461593301312696 NA 0.581078451355313 0.705226743060358 11.67432 1.94591014905531 8 1.77124374916142 14.6317838250526 0 2.39590811929393 80.9080422049483 74.9817012652118 7
"411" "12ODgra2" "Dgra" 1420.3401 47.5788 68 43.3619159405621 3.7923813522745 81 370.940732993208 347.565100243606 4.94176857446443 1.78200682886768 0.87037461011888 NA 0.686681675067683 0.727913331208919 37.1982 1.76995746323787 7 1.0997364045942 13.2466888546716 0 2.08832515148143 78.3504027331996 67.9830861364768 5
"413" "12ODgra4" "Dgra" 1429.5103 78.3047 107 141.572491827734 4.9598505849379 81 370.940732993208 347.565100243606 4.39564490812846 1.68559212968062 0.895208040530789 NA 0.658507899312215 0.72620756602867 29 2.06883431213 10 1.28543903194197 15.4121892062171 0 2.33476177265951 78.3251214074992 106.992900335106 15
"416" "12PDgra2" "Dgra" 1663.2434 75.6312 80 14.0421941848458 2.71085919783064 81 370.940732993208 347.565100243606 10.8603992526005 2.47320505679728 1.17797728422868 NA 0.670388659046895 0.772373984732892 39 1.43166181401646 6 0.889541499523413 10.9999535567664 0 2.00374200828991 77.5643947173651 79.9808793645186 11
"419" "12PDgra5" "Dgra" 1580.2498 50.9217 84.5 29.8811238086629 3.43014511726196 81 370.940732993208 347.565100243606 4.47134370289228 1.69952423579026 0.67794802512235 NA 0.655092049364858 0.751310268814184 52 1.3422673044417 5 0.833997567766791 11.0496174046326 0 1.47376950094298 77.8076573076738 84.4817561657785 5
"420" "12PDgra6" "Dgra" 1586.3167 103.1395 52.9 26.7099373822562 3.32179109911976 81 370.940732993208 347.565100243606 3.60748814124607 1.52768283676495 0.602814765939017 NA 0.62374893695108 0.761349274427769 29.34186 1.61948299569761 8 1.16821004334847 10.9215195142578 0 1.8719484265386 77.8113218653523 52.8909260903778 43
"426" "12QDgra11" "Dgra" 1847.6653 137.3662 70 20.0131424923596 3.04514807494114 81 370.940732993208 347.565100243606 3.19634983227429 1.43421505986004 0.459527854975371 NA 0.629864637010394 0.811554067742432 56 1.67760866276806 8 1.04235686869763 12.2971037593961 0 1.74399102254527 77.1445950694315 69.9819298149273 6
"430" "12QDgra15" "Dgra" 1838.5319 85.1431 79.9 31.4051601133078 3.47831767287373 81 370.940732993208 347.565100243606 4.23675838750789 1.6557026785653 0.749583215321614 NA 0.614781580069104 0.811379450644155 71 1.24621118027488 6 0.898951344841473 10.0400112601314 0 1.44947478922355 77.128705114174 79.8809531729797 26
"433" "12QDgra18" "Dgra" 1817.0399 60.5381 58.9 33.4529394378756 3.53959431857663 81 370.940732993208 347.565100243606 3.97393106441935 1.60421048610129 0.741255280042109 NA 0.658748403437305 0.807713203976971 81 0.989027744276222 4 0.713432710984452 7.44369457738554 0 1.13901277423716 77.1610681749981 58.8871894872881 9
"434" "12QDgra19" "Dgra" 1866.2785 45.2669 79.6 21.7364607605314 3.12396983683076 81 370.940732993208 347.565100243606 3.52250431243515 1.50906589183802 0.630160825196491 NA 0.65320963763977 0.810512344917937 62.12327 0.777462131910929 3 0.707676529682256 7.1265079038385 0 0.871133270599332 77.0482051260697 79.5809387126912 14
"437" "12QDgra21" "Dgra" 1820.1597 35.9752 78 71.617653583048 4.28520805457253 81 370.940732993208 347.565100243606 3.01181004017528 1.3892425210663 0.809479093953763 NA 0.689021273237904 0.806370031245309 85 0.806816703850445 3 0.734396212542443 6.59159940358722 0 0.716141457941318 77.1372908073279 77.9807928571515 9
"443" "12QDgra6" "Dgra" 1730.8901 81.8885 71.6 19.4917858642271 3.02002411629696 81 370.940732993208 347.565100243606 3.96504336095685 1.60242203078364 0.641548471264078 NA 0.64862218114265 0.791427093301363 43.24846 1.15160074376547 6 0.715529772766319 8.66583345167672 0 1.68464153656581 77.3895191030083 71.5815175166249 1
"445" "12QDgra8" "Dgra" 1776.9355 134.1745 118.4 92.1520821539464 4.53423344949715 81 370.940732993208 347.565100243606 4.75884570959503 1.75073705698576 1.0104280700796 NA 0.617253592120153 0.806191199588943 63 1.72326096406066 9 1.07072223833376 11.8036913815921 0 1.93674671067799 77.3026518780712 118.397541662087 44
"447" "10HDhum01" "Dhum" 93.361 566.1834 101.5 7.17893093750892 2.10156144983761 55 308.879881736475 298.801259804677 3.4403617720053 1.49073585330618 0.297869097413879 NA 0.700146085815992 0.71713541104935 29 1.66746193342929 7 1.20281953111478 10.7460745468915 0 2.18845157163078 90.3720588118899 101.483711813739 0
"449" "10HDhum03" "Dhum" 38.1037 507.1272 86 3.79328710948159 1.56721642021562 55 308.879881736475 298.801259804677 3.09268514758994 1.40920126994598 0.24980843412899 NA 0.74439943548795 0.711085424795968 33 1.58023634047611 7 1.4383931044426 11.335417720844 0 1.76742482592973 89.9675035880716 85.981385229262 0
"451" "10KDhum1" "Dhum" 740.9921 589.3854 143 11.9408543970676 2.56038931448712 55 308.879881736475 298.801259804677 4.69744455004786 1.74001774976 0.484490984433608 NA 0.695673851910081 0.64532251047937 28 1.67731315659249 7 1.2099256865169 12.9198452686532 0 1.74425098539243 93.6811251363181 142.999060002778 6
"452" "10LDHUM1" "Dhum" 851.9882 421.8952 94 4.03951493693734 1.61730983478049 55 308.879881736475 298.801259804677 3.4458844127949 1.49197881718221 0.241138713775037 NA 0.544669982118299 0.517562018342758 26 1.54030582522652 6 1.402046783123 11.9232585021542 0 2.15456185261344 93.7060249937299 93.9809533381712 11
"453" "10LDHUM2" "Dhum" 864.8056 482.7231 76 5.13811628774392 1.81451790156124 55 308.879881736475 298.801259804677 3.77476027428253 1.56334376833368 0.266490624665018 NA 0.426834821213094 0.553074017231376 27 2.22002532783454 11 2.0207541375001 15.4869374676421 0 2.02498011760777 93.9529383222305 75.9872498197809 8
"455" "10LDHUM4" "Dhum" 947.7342 545.5122 78 7.29048700689471 2.11510871372987 55 308.879881736475 298.801259804677 3.19000271715645 1.43270138241986 0.282880224707079 NA 0.460570278357481 0.527824566859569 21.0279 2.24517158941152 10 2.04364325119049 12.3113480037229 0 2.29030707961048 94.5638883422775 77.9865156275529 18
"457" "10LDHUM6" "Dhum" 812.9926 567.3957 80 8.34746449086935 2.23510512907821 55 308.879881736475 298.801259804677 6.67505485512073 2.03797544069472 0.3859305207851 NA 0.545006760190611 0.613336677267718 27.53222 2.02915456281091 9 1.46372561248226 17.2191165845312 0 2.28352927650507 93.9705191822928 79.9850400440961 7
"460" "11HDHUM1" "Dhum" 45.9117 254.7027 48.6 3.84744332757586 1.5784514170041 55 308.879881736475 298.801259804677 2.70721213713856 1.31028014862743 0.164546273799107 NA 0.55213570511067 0.661681435037686 29.94823 1.66746193342929 6 2.40563906222957 13.4378038145377 0 1.84622021932163 89.2816942428826 48.5976246392367 4
"462" "11HDHUM3" "Dhum" 73.4477 339.5089 96 23.723244289962 3.20774386548139 55 308.879881736475 298.801259804677 4.71843448631702 1.74369507672812 0.457129415502977 NA 0.599201579466119 0.678331906266281 39 1.99916381358184 8 1.44209185988959 13.8145028205812 0 2.2650330741372 89.5823665081498 95.9819911709141 0
"464" "11HDHUM5" "Dhum" 127.0542 280.6353 100 12.6713551066877 2.61530277579265 55 308.879881736475 298.801259804677 4.3078846604429 1.66919338685236 0.391757865774932 NA 0.51189674431134 0.658555965438726 23.93814 1.77213938843753 7 1.61307078640633 13.5700775672536 0 2.13702418185955 89.6280334352495 99.9834251783738 0
"468" "11HDHUM9" "Dhum" 119.5893 328.5307 63.1 13.7210271630602 2.68927689096541 55 308.879881736475 298.801259804677 3.28694381595743 1.45557408185173 0.327147532650716 NA 0.576343603957782 0.671430237461449 30 1.87512185601982 8 1.16507871570137 13.1076547161654 0 2.41238633166639 89.7136452558417 63.0921533877869 4
"471" "12HDhum1" "Dhum" 53.4243 171.7978 89 2.74693889216223 1.32093921120838 55 308.879881736475 298.801259804677 1.80515191440194 1.03145769594021 0.092056163434189 NA 0.424388130459942 0.639434184692668 28.60218 1.32966134885476 4 1.91829583405449 10.6982388370862 0 2.30963253093806 89.1646485595743 88.9810967480074 4
"474" "12JDhum1" "Dhum" 442.9989 36.099 80 0.575622648026825 0.454650526234982 55 308.879881736475 298.801259804677 3.11644432215567 1.41498976213485 0.0428612279341466 NA 0.499322672100557 0.490625415493796 26 1.5498260458782 5 2.23592635062903 13.1721567170923 0 1.76719499779167 90.5770478985918 79.9834891112582 0
"479" "8KDhum1" "Dhum" 581.8041 887.6201 125 20.3840972413028 3.06264752621231 55 308.879881736475 298.801259804677 4.1320126702309 1.63549791561841 0.503442820118035 NA 0.644530232769579 0.713032843351332 20 1.67623493913473 6 1.52577479464288 12.639569501319 0 1.59306668156607 93.7272573393477 124.994346535072 0
"480" "8KDhum2" "Dhum" 607.6457 880.2933 110 20.2618077863424 3.05691240158204 55 308.879881736475 298.801259804677 2.71309656851854 1.31186618307611 0.337663264457462 NA 0.645996239077891 0.711797561916046 16 1.84688912326104 7 1.68111092722264 12.0707651046541 0 1.72730018664787 93.8510648681335 109.986226175692 5
"481" "8MDhum1" "Dhum" 1087.4507 847.9379 135 2.80412776188019 1.33608673031267 55 308.879881736475 298.801259804677 9.80493367042925 2.38000285115512 0.450945208377 NA 0.569224887940877 0.524318171936714 28.60653 1.97018144002608 8 1.79333643028389 15.9361581889005 0 2.08337764064444 96.0966752989196 134.997214989186 1
"482" "8NDhum1" "Dhum" 1177.7662 908.8975 105 2.04966099070599 1.11503043385344 55 308.879881736475 298.801259804677 2.02910171449413 1.10826611170386 0.0984376274426666 NA 0.493244200596449 0.474250487125068 27 1.73512645696292 6 2.50325833477565 10.5592128896565 0 2.20710796774982 96.599742189229 104.982849134326 1
"486" "8ODhum2" "Dhum" 1474.9155 865.1796 130 0.68093027459109 0.519347375036232 55 308.879881736475 298.801259804677 6.30192174946909 1.98813756686119 0.198199525803297 NA 0.577269295227583 0.336098913176202 27.1392 1.58325845942048 6 1.44114395565329 10.7375018489791 0 2.07146554584613 97.5520205450103 129.995301213364 8
"488" "9HDhum01" "Dhum" 69.2861 615.8935 106 6.13033744524518 1.96435856083016 55 308.879881736475 298.801259804677 3.1283123906634 1.41786870134877 0.241126112692931 NA 0.658998696258229 0.722339314766491 18 1.92739212613927 9 1.75438791830367 12.906214007423 0 1.94494221809972 90.4421315622242 105.9859650735 2
"489" "9IDhum01" "Dhum" 274.1164 608.8673 120 4.70463513662985 1.74127902625215 55 308.879881736475 298.801259804677 4.47440599387955 1.70008377554806 0.287926862021519 NA 0.748255043490723 0.707015220129844 33.3013 1.83929674797766 8 1.67420004941644 12.7571128298624 0 1.98306916316896 91.2774032128546 119.993139916858 0
"491" "9IDhum03" "Dhum" 371.833 660.6248 75 4.38518560534181 1.68365177711592 55 308.879881736475 298.801259804677 4.21087725656317 1.65074822096979 0.269025002213119 NA 0.688557790208784 0.7015289137153 21 1.30387552933639 5 1.18683865344081 9.30822110580532 0 1.73466879508035 91.9183139153886 74.9865953035011 0
"492" "9IDhum04" "Dhum" 196.6115 612.4222 80 4.03128081964462 1.61567458780963 55 308.879881736475 298.801259804677 3.82358765848996 1.57351797867573 0.280399204128023 NA 0.728090121480747 0.716578540476481 15 1.54213673882795 8 1.40371335250358 10.8047501958813 0 1.8676353167137 90.9276080737046 79.9835698505859 0
"495" "9LDHUM1" "Dhum" 785.2429 609.729 120 13.6294040393102 2.68303347868012 55 308.879881736475 298.801259804677 4.73583234494186 1.74673287430353 0.541949813525396 NA 0.636856305718669 0.638042785002168 22.98665 2.01122719582826 10 1.24964571810446 14.4668536638756 0 2.13566944183696 93.9693394547934 119.991761751143 14
"496" "9MDhum1" "Dhum" 1119.1796 639.776 81 1.78883440052731 1.02562373095113 55 308.879881736475 298.801259804677 6.3466320554328 1.99424198445752 0.263841931126049 NA 0.499330944858806 0.440655791547319 39 1.80650716526167 8 1.64435368500362 14.7342281551536 0 2.21660413821639 95.6658448449285 80.985643794824 2
"497" "9MDhum2" "Dhum" 989.9707 663.5111 120 3.66343321853413 1.53975191905097 55 308.879881736475 298.801259804677 10.334756706339 2.42787381979787 0.45117765098182 NA 0.604877871291061 0.549171127094371 37 1.90803683450907 9 1.37635763948985 15.3987491569614 0 2.39871654754857 95.1455422208218 119.991239707104 3
"502" "10JDker1" "Dker" 488.4473 443.393 86 7.108981239003 2.09297224235794 137 519.93925474385 471.77162575872 6.81035893733488 2.05545092148117 0.660516991119039 NA 0.633063962287578 0.607302739311509 22 2.06206954130016 10 1.87697658452382 15.3437141478504 0 2.23914016444451 72.468422258435 85.9845455538351 9
"505" "10KDker3" "Dker" 654.4015 511.8494 130 17.1378786267894 2.89800249334952 137 519.93925474385 471.77162575872 3.80842789784224 1.57037019032828 0.454894399696496 NA 0.555522447071431 0.645198742822547 27 1.47013192040884 5 1.0604760155132 10.2184654207951 0 1.8378411545611 72.8380780252971 129.999627547039 8
"508" "10LDKER1" "Dker" 791.1148 410.7366 93 26.083309292498 3.29891764487973 137 519.93925474385 471.77162575872 5.41392291101125 1.85847108233551 0.630255079814593 NA 0.57458670204596 0.726962187776014 24 2.02622962299529 9 1.46161571439881 14.6022196344406 0 2.42621176953533 72.7413319635642 92.9882006236239 1
"515" "10LDKER6" "Dker" 888.7143 525.1436 57.5 19.3846108847596 3.01478024777702 137 519.93925474385 471.77162575872 2.74864186247103 1.3213936043752 0.350013531995158 NA 0.442454047686983 0.72281857009756 31.01083 1.35797785498732 5 1.23608471250003 9.34709031244741 0 1.89940971653035 73.0273391627851 57.4855413409139 22
"520" "11HDKER1" "Dker" 38.4931 274.9589 45.8 1.12526543379228 0.75389670459567 137 519.93925474385 471.77162575872 1.75525647730685 1.01351053348299 0.0544624231556439 NA 0.565390883955032 0.620043798004744 31 1.84622021932163 7 1.68050206461815 12.3224371035583 0 1.97617558963638 71.4371210753514 45.7915055042929 53
"528" "11JDKER15" "Dker" 483.1693 290.4471 82.4 17.1021947610942 2.8960331884397 137 519.93925474385 471.77162575872 5.1065282224688 1.80935839932778 0.558363866080852 NA 0.587514930325504 0.615772401447294 23.95306 1.47350238508065 6 1.34123967142861 13.3173682285282 0 2.14038952063104 72.098552911794 82.3830275561668 5
"541" "11KDKER2" "Dker" 649.1022 371.8019 75 18.7459624653846 2.98294903831561 137 519.93925474385 471.77162575872 3.64556216699248 1.5359123912059 0.446638017373756 NA 0.528864449851755 0.669293191621136 23.9771 2.28237437615925 11 2.07750668702811 15.4106105640235 0 2.22559139289369 72.5171798213818 74.9808104472741 0
"548" "12HDker1" "Dker" 36.8111 175.4551 46 14.4016655417586 2.73447565563382 137 519.93925474385 471.77162575872 18.941056993958 2.99278077185285 0.906024378712681 NA 0.441235995562684 0.637874209713292 36.10257 1.05492016798614 3 1.52192809488736 11.1208399266431 0 2.21106887114461 71.2863847452794 45.9913230312382 0
"550" "12IDker1" "Dker" 335.6809 209.124 64.5 5.43104693695715 1.86113734567331 137 519.93925474385 471.77162575872 2.97155038613247 1.37915654393805 0.237950197895865 NA 0.504779316132608 0.623277288663557 25.46689 1.31143133747324 5 1.19371624639584 8.42451178609816 0 1.76725697358915 71.7327434093533 64.4819378982864 0
"551" "12IDker2" "Dker" 374.7126 41.5119 70 7.53949370528444 2.14470172094755 137 519.93925474385 471.77162575872 1.6965709629942 0.991980952153559 0.149689088765135 NA 0.451384723462592 0.658345988531512 31.0194 1.33217904021012 4 1.92192809488736 10.338513127737 0 2.14395220064387 71.4937036575813 69.9808201138462 1
"556" "12JDker13" "Dker" 411.4012 174.2417 64 45.7309084834824 3.84440579764218 137 519.93925474385 471.77162575872 4.00250692272223 1.60993917132731 0.534264715877261 NA 0.552948768686404 0.629884674324653 33 1.58109375017182 7 1.14051805627671 12.3444754832053 0 1.92864855008757 71.7674834478934 63.982090930839 42
"564" "12JDker7" "Dker" 477.8819 143.0293 63 16.2996482703589 2.85068617010392 137 519.93925474385 471.77162575872 2.42609179944068 1.23142019447601 0.296963405556622 NA 0.575078236891714 0.644774780989089 35 1.25548232517875 4 1.81127812445913 9.74455513333123 0 1.87896749318881 71.7799274712854 62.98243377362 13
"568" "12LDker1" "Dker" 942.9498 101.434 70 131.976708035254 4.89017398533065 137 519.93925474385 471.77162575872 4.98218456321598 1.78878581282709 1.00170902351926 NA 0.652047536044892 0.794482776332599 26 2.06206954130016 9 1.48746875060096 15.1395004387041 0 2.34461752997487 71.9616358526879 69.9807713304802 0
"569" "12LDker2" "Dker" 869.2399 40.5031 80 6.53255146986608 2.01923382503795 137 519.93925474385 471.77162575872 1.98611203077318 1.09397221709142 0.180628203387246 NA 0.557747284294505 0.780854886272022 23 1.56071040904141 5 2.25162916738782 10.4553756420269 0 1.95125950414396 71.7997027675779 79.9821997201169 10
"575" "12MDker14" "Dker" 1055.3889 167.9584 99 20.0600683702119 3.04737875314937 137 519.93925474385 471.77162575872 2.49248033387374 1.25061218117357 0.345142751988939 NA 0.636984053832749 0.794503650717532 15 1.21488965394912 4 1.10584021904759 9.00257126388757 0 1.5396544474401 72.1490206572103 98.9919226137002 6
"592" "12MDker3" "Dker" 1123.875 44.6191 80 33.2782057168272 3.53450975037682 137 519.93925474385 471.77162575872 3.41646612385746 1.48533985681418 0.34772066398162 NA 0.534234143217711 0.783495710674926 5 1.33217904021012 4 1.92192809488736 9.48830075600451 0 1.69574253416963 71.9011661493042 79.9822021780571 34
"594" "12MDker5" "Dker" 1121.9293 101.737 43 29.3373922699262 3.4123810199933 137 519.93925474385 471.77162575872 1.85148803066791 1.04784097404924 0.389586551139887 NA 0.541769729399589 0.787522375588293 9 1.08325501051851 4 0.986021203014014 8.07915980041886 0 1.81105971157651 72.0145614632342 42.9930457693291 11
